,Data,Category,State,Year,St_Abbr,Location,Group,Population,Geometry,Total
1524,15.0,Binge Drinking,Mississippi,2022,MS,Hancock,Health Risk Behaviors,46094,POINT (-89.4885165898975 30.4158062648013),6960
1525,15.0,Binge Drinking,Mississippi,2022,MS,Pontotoc,Health Risk Behaviors,31389,POINT (-89.0374143001363 34.2254190254887),4802
1526,13.0,Binge Drinking,Mississippi,2022,MS,Smith,Health Risk Behaviors,14092,POINT (-89.506644127003 32.0177762977322),1831
1527,16.0,Binge Drinking,Missouri,2022,MO,New Madrid,Health Risk Behaviors,15695,POINT (-89.6516052602351 36.5949077997842),2558
1528,17.0,Binge Drinking,Montana,2022,MT,Lincoln,Health Risk Behaviors,21525,POINT (-115.40494946006 48.5424332413472),3702
1529,12.0,Binge Drinking,Mississippi,2022,MS,Copiah,Health Risk Behaviors,27719,POINT (-90.4488258448001 31.8691913743667),3409
1530,15.0,Binge Drinking,Missouri,2022,MO,Oregon,Health Risk Behaviors,8732,POINT (-91.4032773357883 36.6867003170786),1318
1531,17.0,Binge Drinking,Montana,2022,MT,Liberty,Health Risk Behaviors,1972,POINT (-111.023099146745 48.5619202566566),343
1532,16.0,Binge Drinking,Missouri,2022,MO,Harrison,Health Risk Behaviors,8199,POINT (-93.9919380515497 40.3547883582406),1303
1533,18.0,Binge Drinking,Montana,2022,MT,Mineral,Health Risk Behaviors,5058,POINT (-114.998287658228 47.1473312209822),925
1534,18.0,Binge Drinking,Missouri,2022,MO,Adair,Health Risk Behaviors,25165,POINT (-92.6008180613286 40.1905163010493),4605
1535,21.0,Binge Drinking,Missouri,2022,MO,Boone,Health Risk Behaviors,187690,POINT (-92.3097468744256 38.9911551381179),39977
1536,15.0,Binge Drinking,Missouri,2022,MO,Cedar,Health Risk Behaviors,14601,POINT (-93.8565289874316 37.7238399525283),2233
1537,12.0,Binge Drinking,Mississippi,2022,MS,Washington,Health Risk Behaviors,42514,POINT (-90.9474054728213 33.2840015603638),4974
1538,18.0,Binge Drinking,Missouri,2022,MO,Cooper,Health Risk Behaviors,16772,POINT (-92.8101598105797 38.843489327174),3035
1539,15.0,Binge Drinking,Missouri,2022,MO,Mississippi,Health Risk Behaviors,11688,POINT (-89.290718833329 36.8282857303086),1776
1540,13.0,Binge Drinking,Mississippi,2022,MS,Walthall,Health Risk Behaviors,13761,POINT (-90.1061456917469 31.1483756747177),1788
1541,18.0,Binge Drinking,Missouri,2022,MO,Clinton,Health Risk Behaviors,21328,POINT (-94.4046286545338 39.601729021222),3945
1542,12.0,Binge Drinking,Mississippi,2022,MS,Jasper,Health Risk Behaviors,16167,POINT (-89.1188599199219 32.0191166804926),2020
1543,14.0,Binge Drinking,Mississippi,2022,MS,Forrest,Health Risk Behaviors,78110,POINT (-89.2578760599532 31.1889394568747),11325
1544,12.0,Binge Drinking,Mississippi,2022,MS,Sunflower,Health Risk Behaviors,24811,POINT (-90.5886871287806 33.6022446844639),3076
1545,19.0,Binge Drinking,Missouri,2022,MO,Pettis,Health Risk Behaviors,43353,POINT (-93.2850253828126 38.7282065747659),8107
1546,20.0,Binge Drinking,Missouri,2022,MO,Platte,Health Risk Behaviors,110534,POINT (-94.7737122798575 39.3801790382148),21996
1547,13.0,Binge Drinking,Mississippi,2022,MS,Lawrence,Health Risk Behaviors,11713,POINT (-90.1067346613725 31.550086210695),1475
1548,16.0,Binge Drinking,Mississippi,2022,MS,Lee,Health Risk Behaviors,82959,POINT (-88.6803890983401 34.2898902056682),13273
1549,17.0,Binge Drinking,Missouri,2022,MO,Camden,Health Risk Behaviors,43768,POINT (-92.7657841266849 38.0267073938257),7309
1550,14.0,Binge Drinking,Missouri,2022,MO,Ozark,Health Risk Behaviors,8940,POINT (-92.4446935899053 36.6492921029585),1242
1551,15.0,Binge Drinking,Missouri,2022,MO,Benton,Health Risk Behaviors,20224,POINT (-93.2881839487077 38.2948386228641),2952
1552,20.0,Binge Drinking,Montana,2022,MT,McCone,Health Risk Behaviors,1709,POINT (-105.795346558099 47.6451000194583),345
1553,13.0,Binge Drinking,Mississippi,2022,MS,Yalobusha,Health Risk Behaviors,12364,POINT (-89.7073616275877 34.0281800433825),1594
1554,12.0,Binge Drinking,Mississippi,2022,MS,Carroll,Health Risk Behaviors,9731,POINT (-89.9204270388898 33.4488166190492),1187
1555,16.0,Binge Drinking,Missouri,2022,MO,Wright,Health Risk Behaviors,19156,POINT (-92.4683331957183 37.2701894505267),3160
1556,13.0,Binge Drinking,Mississippi,2022,MS,Hinds,Health Risk Behaviors,217730,POINT (-90.4426741235189 32.2664742457034),27651
1557,17.0,Binge Drinking,Missouri,2022,MO,Grundy,Health Risk Behaviors,9838,POINT (-93.5654242351413 40.1140355084448),1682
1558,18.0,Binge Drinking,Missouri,2022,MO,Newton,Health Risk Behaviors,60011,POINT (-94.3392953499756 36.9055482727206),10681
1559,16.0,Binge Drinking,Missouri,2022,MO,Linn,Health Risk Behaviors,11820,POINT (-93.1068666682124 39.870469692524),1938
1560,19.0,Binge Drinking,Missouri,2022,MO,DeKalb,Health Risk Behaviors,11336,POINT (-94.4047320441517 39.8931440726315),2153
1561,20.0,Binge Drinking,Missouri,2022,MO,Johnson,Health Risk Behaviors,54368,POINT (-93.8063505442671 38.7442053510881),10656
1562,19.0,Binge Drinking,Montana,2022,MT,Daniels,Health Risk Behaviors,1628,POINT (-105.54860900657 48.783772051162),315
1563,11.0,Binge Drinking,Mississippi,2022,MS,Quitman,Health Risk Behaviors,5701,POINT (-90.2892529683355 34.2512280348671),632
1564,14.0,Binge Drinking,Mississippi,2022,MS,Jones,Health Risk Behaviors,66569,POINT (-89.1688244706911 31.6225661020682),9519
1565,15.0,Binge Drinking,Mississippi,2022,MS,Pearl River,Health Risk Behaviors,57261,POINT (-89.5894912717861 30.7688524519245),8646
1566,16.0,Binge Drinking,Missouri,2022,MO,Taney,Health Risk Behaviors,56821,POINT (-93.0411619194503 36.6547592716981),9205
1567,16.0,Binge Drinking,Missouri,2022,MO,Stoddard,Health Risk Behaviors,28377,POINT (-89.9444502071188 36.8556400328536),4597
1568,16.0,Binge Drinking,Missouri,2022,MO,Buchanan,Health Risk Behaviors,82911,POINT (-94.8058879359466 39.6597323205238),13680
1569,17.0,Binge Drinking,Missouri,2022,MO,Polk,Health Risk Behaviors,32693,POINT (-93.4004552714564 37.6164897040751),5688
1570,18.0,Binge Drinking,Montana,2022,MT,Meagher,Health Risk Behaviors,2013,POINT (-110.88573703225 46.5983402499569),366
1571,17.0,Binge Drinking,Missouri,2022,MO,Audrain,Health Risk Behaviors,24434,POINT (-91.8416751879815 39.2156646217742),4129
1572,15.0,Binge Drinking,Mississippi,2022,MS,Tishomingo,Health Risk Behaviors,18619,POINT (-88.2392465188954 34.7404341978864),2755
1573,17.0,Binge Drinking,Missouri,2022,MO,Washington,Health Risk Behaviors,23441,POINT (-90.8774877340781 37.9614739823197),3961
1574,23.0,Binge Drinking,Montana,2022,MT,Hill,Health Risk Behaviors,16068,POINT (-110.109576831952 48.6283364408587),3631
1575,18.0,Binge Drinking,Missouri,2022,MO,Phelps,Health Risk Behaviors,45313,POINT (-91.7923257288082 37.8770153181716),8111
1576,14.0,Binge Drinking,Mississippi,2022,MS,Lowndes,Health Risk Behaviors,57603,POINT (-88.4433972982041 33.4730656090566),8064
1577,18.0,Binge Drinking,Missouri,2022,MO,Madison,Health Risk Behaviors,12753,POINT (-90.3449925444979 37.4780468766804),2244
1578,20.0,Binge Drinking,Montana,2022,MT,Madison,Health Risk Behaviors,9265,POINT (-111.920361769865 45.3005046497515),1806
1579,18.0,Binge Drinking,Missouri,2022,MO,Howard,Health Risk Behaviors,10168,POINT (-92.6963287905208 39.1425662415818),1840
1580,18.0,Binge Drinking,Missouri,2022,MO,Lawrence,Health Risk Behaviors,38683,POINT (-93.8329969088242 37.1063602784449),6808
1581,13.0,Binge Drinking,Mississippi,2022,MS,Warren,Health Risk Behaviors,42649,POINT (-90.8517527793514 32.3565888940683),5672
1582,18.0,Binge Drinking,Missouri,2022,MO,Webster,Health Risk Behaviors,40335,POINT (-92.8757618781185 37.2809123581798),7340
1583,17.0,Binge Drinking,Missouri,2022,MO,Butler,Health Risk Behaviors,42179,POINT (-90.4067320578668 36.7164202083042),7043
1584,19.0,Binge Drinking,Missouri,2022,MO,Cass,Health Risk Behaviors,110394,POINT (-94.3549892185176 38.6468597485466),20533
1585,17.0,Binge Drinking,Mississippi,2022,MS,Lafayette,Health Risk Behaviors,57615,POINT (-89.4848628672486 34.3568139846947),9621
1586,17.0,Binge Drinking,Missouri,2022,MO,Putnam,Health Risk Behaviors,4666,POINT (-93.0162042293285 40.4790172419339),788
1587,19.0,Binge Drinking,Montana,2022,MT,Fergus,Health Risk Behaviors,11663,POINT (-109.224360489992 47.2632833231955),2262
1588,16.0,Binge Drinking,Missouri,2022,MO,Sullivan,Health Risk Behaviors,5840,POINT (-93.1116698405208 40.2106825508381),946
1589,18.0,Binge Drinking,Missouri,2022,MO,St. Francois,Health Risk Behaviors,66969,POINT (-90.4721605303441 37.8101764330501),11920
1590,13.0,Binge Drinking,Mississippi,2022,MS,Wayne,Health Risk Behaviors,19681,POINT (-88.6958163057915 31.6408254595216),2519
1591,20.0,Binge Drinking,Missouri,2022,MO,Osage,Health Risk Behaviors,13399,POINT (-91.8616032929865 38.4600506601241),2612
1592,17.0,Binge Drinking,Missouri,2022,MO,Clark,Health Risk Behaviors,6723,POINT (-91.7382064250753 40.4102893553085),1142
1593,17.0,Binge Drinking,Montana,2022,MT,Lake,Health Risk Behaviors,32853,POINT (-114.089290320548 47.6459272289418),5650
1594,17.0,Binge Drinking,Missouri,2022,MO,Lafayette,Health Risk Behaviors,32961,POINT (-93.7855789786115 39.0653159136722),5636
1595,19.0,Binge Drinking,Missouri,2022,MO,Franklin,Health Risk Behaviors,105879,POINT (-91.0749187690353 38.4109187921917),20222
1596,26.0,Binge Drinking,Montana,2022,MT,Missoula,Health Risk Behaviors,121041,POINT (-113.923598949426 47.0365296184617),31470
1597,18.0,Binge Drinking,Missouri,2022,MO,Lewis,Health Risk Behaviors,9891,POINT (-91.7217913328164 40.0967025605476),1730
1598,17.0,Binge Drinking,Missouri,2022,MO,Crawford,Health Risk Behaviors,22659,POINT (-91.3041232404893 37.9765122409823),3852
1599,14.0,Binge Drinking,Mississippi,2022,MS,Lincoln,Health Risk Behaviors,34717,POINT (-90.4538892090438 31.5323432253984),4686
1600,17.0,Binge Drinking,Missouri,2022,MO,Iron,Health Risk Behaviors,9414,POINT (-90.7736848137164 37.5553176681298),1562
1601,18.0,Binge Drinking,Missouri,2022,MO,Cape Girardeau,Health Risk Behaviors,82899,POINT (-89.6846025463066 37.3842882926918),15004
1602,16.0,Binge Drinking,Missouri,2022,MO,Texas,Health Risk Behaviors,25336,POINT (-91.9643974422108 37.3171070530556),4155
1603,16.0,Binge Drinking,Missouri,2022,MO,Monroe,Health Risk Behaviors,8652,POINT (-92.0006180770563 39.4955744777404),1401
1604,13.0,Binge Drinking,Mississippi,2022,MS,Choctaw,Health Risk Behaviors,8037,POINT (-89.248451713965 33.3474098381214),1052
1605,14.0,Binge Drinking,Mississippi,2022,MS,Tippah,Health Risk Behaviors,21431,POINT (-88.908935000687 34.7684451221636),3064
1606,16.0,Binge Drinking,Mississippi,2022,MS,DeSoto,Health Risk Behaviors,191723,POINT (-89.9911841534087 34.8754384568601),30100
1607,14.0,Binge Drinking,Mississippi,2022,MS,Newton,Health Risk Behaviors,21029,POINT (-89.1187174446986 32.4002385961341),2902
1608,19.0,Binge Drinking,Missouri,2022,MO,Callaway,Health Risk Behaviors,44762,POINT (-91.925954260118 38.8352368273699),8370
1609,14.0,Binge Drinking,Mississippi,2022,MS,Covington,Health Risk Behaviors,18098,POINT (-89.552615522903 31.6333020921756),2515
1610,19.0,Binge Drinking,Montana,2022,MT,Deer Lodge,Health Risk Behaviors,9510,POINT (-113.066771483619 46.0608249789491),1806
1611,13.0,Binge Drinking,Mississippi,2022,MS,Marshall,Health Risk Behaviors,34110,POINT (-89.5030847437601 34.7623727946025),4434
1612,13.0,Binge Drinking,Mississippi,2022,MS,Clarke,Health Risk Behaviors,15271,POINT (-88.6894559971703 32.0414239668405),2015
1613,12.0,Binge Drinking,Mississippi,2022,MS,Tunica,Health Risk Behaviors,9458,POINT (-90.3749921434948 34.6506310696003),1087
1614,16.0,Binge Drinking,Missouri,2022,MO,Chariton,Health Risk Behaviors,7386,POINT (-92.9629523491949 39.5153892408596),1218
1615,16.0,Binge Drinking,Missouri,2022,MO,Morgan,Health Risk Behaviors,21785,POINT (-92.8861853236506 38.4236275868342),3594
1616,15.0,Binge Drinking,Missouri,2022,MO,Pemiscot,Health Risk Behaviors,14841,POINT (-89.7855102043037 36.2113777608523),2240
1617,19.0,Binge Drinking,Missouri,2022,MO,Perry,Health Risk Behaviors,18858,POINT (-89.824381674535 37.7071519282393),3601
1618,14.0,Binge Drinking,Mississippi,2022,MS,Tallahatchie,Health Risk Behaviors,12035,POINT (-90.1730157810922 33.950813162093),1624
1619,17.0,Binge Drinking,Mississippi,2022,MS,Greene,Health Risk Behaviors,13552,POINT (-88.6391156433916 31.2143498936852),2276
1620,22.0,Binge Drinking,Missouri,2022,MO,Jefferson,Health Risk Behaviors,229336,POINT (-90.5375806514016 38.2609550920891),49765
1621,13.0,Binge Drinking,Mississippi,2022,MS,Franklin,Health Risk Behaviors,7642,POINT (-90.8982369544869 31.4768604374398),978
1622,17.0,Binge Drinking,Missouri,2022,MO,Vernon,Health Risk Behaviors,19651,POINT (-94.3421893986098 37.8506373208135),3262
1623,11.0,Binge Drinking,Mississippi,2022,MS,Montgomery,Health Risk Behaviors,9530,POINT (-89.6165507185912 33.4940193440942),1067
1624,17.0,Binge Drinking,Missouri,2022,MO,Carroll,Health Risk Behaviors,8423,POINT (-93.5052433823843 39.4269766767271),1448
1625,18.0,Binge Drinking,Missouri,2022,MO,Saline,Health Risk Behaviors,23007,POINT (-93.2018268315702 39.1367890617691),4187
1626,13.0,Binge Drinking,Mississippi,2022,MS,Leake,Health Risk Behaviors,21135,POINT (-89.5239889409247 32.7536024610201),2810
1627,15.0,Binge Drinking,Mississippi,2022,MS,Union,Health Risk Behaviors,28125,POINT (-89.0037898313235 34.4905254554951),4246
1628,12.0,Binge Drinking,Mississippi,2022,MS,Leflore,Health Risk Behaviors,26570,POINT (-90.3012066422155 33.5506161433252),3082
1629,15.0,Binge Drinking,Mississippi,2022,MS,Stone,Health Risk Behaviors,18669,POINT (-89.1176262782234 30.7899921125114),2875
1630,16.0,Binge Drinking,Missouri,2022,MO,Shannon,Health Risk Behaviors,7193,POINT (-91.3998703889819 37.1571796589561),1186
1631,20.0,Binge Drinking,Montana,2022,MT,Jefferson,Health Risk Behaviors,12826,POINT (-112.094066480625 46.1484350397483),2616
1632,16.0,Binge Drinking,Missouri,2022,MO,Knox,Health Risk Behaviors,3776,POINT (-92.1479431780068 40.1281233092883),592
1633,11.0,Binge Drinking,Mississippi,2022,MS,Coahoma,Health Risk Behaviors,20197,POINT (-90.6017539363761 34.229811108889),2161
1634,21.0,Binge Drinking,Montana,2022,MT,Chouteau,Health Risk Behaviors,5898,POINT (-110.435460878256 47.880531571301),1214
1635,17.0,Binge Drinking,Nebraska,2022,NE,Jefferson,Health Risk Behaviors,7154,POINT (-97.1426241579072 40.1757684728569),1216
1636,16.0,Binge Drinking,Nebraska,2022,NE,Richardson,Health Risk Behaviors,7705,POINT (-95.7176760902879 40.1249750439117),1240
1637,16.0,Binge Drinking,Nevada,2022,NV,Mineral,Health Risk Behaviors,4525,POINT (-118.434422566639 38.5384503517263),701
1638,17.0,Binge Drinking,Nebraska,2022,NE,Thayer,Health Risk Behaviors,4885,POINT (-97.5950617652115 40.176220357264),835
1639,16.0,Binge Drinking,Nebraska,2022,NE,McPherson,Health Risk Behaviors,372,POINT (-101.059890687006 41.5680379638946),61
1640,17.0,Binge Drinking,New York,2022,NY,Essex,Health Risk Behaviors,36910,POINT (-73.772554574674 44.1171679971398),6311
1641,14.0,Binge Drinking,New Mexico,2022,NM,Taos,Health Risk Behaviors,34580,POINT (-105.63098311438 36.5783384910955),4944
1642,19.0,Binge Drinking,Montana,2022,MT,Wheatland,Health Risk Behaviors,2032,POINT (-109.844548715577 46.466368536061),379
1643,17.0,Binge Drinking,Nebraska,2022,NE,Dundy,Health Risk Behaviors,1590,POINT (-101.687804256446 40.1762531526083),275
1644,18.0,Binge Drinking,New York,2022,NY,Chemung,Health Risk Behaviors,81426,POINT (-76.7597380991482 42.1409310401637),14575
1645,16.0,Binge Drinking,Nebraska,2022,NE,Franklin,Health Risk Behaviors,2873,POINT (-98.952831971485 40.1763829630923),474
1646,16.0,Binge Drinking,New Hampshire,2022,NH,Cheshire,Health Risk Behaviors,77350,POINT (-72.2512079776632 42.9195243861635),12453
1647,17.0,Binge Drinking,Nevada,2022,NV,Douglas,Health Risk Behaviors,49628,POINT (-119.616132682878 38.9122785452806),8337
1648,20.0,Binge Drinking,Nebraska,2022,NE,Lancaster,Health Risk Behaviors,324756,POINT (-96.6877342192377 40.7841315891731),63976
1649,21.0,Binge Drinking,New York,2022,NY,Cortland,Health Risk Behaviors,46126,POINT (-76.0702852077051 42.5950382162679),9594
1650,16.0,Binge Drinking,New Mexico,2022,NM,Otero,Health Risk Behaviors,68823,POINT (-105.741478524611 32.6132896393527),11218
1651,18.0,Binge Drinking,Nebraska,2022,NE,Cuming,Health Risk Behaviors,8929,POINT (-96.7873443172447 41.9163605568558),1580
1652,16.0,Binge Drinking,New Hampshire,2022,NH,Belknap,Health Risk Behaviors,64781,POINT (-71.4222926773562 43.5177681072851),10364
1653,18.0,Binge Drinking,Nebraska,2022,NE,Dawson,Health Risk Behaviors,23884,POINT (-99.8196323284575 40.8699021971953),4227
1654,22.0,Binge Drinking,Nebraska,2022,NE,Saunders,Health Risk Behaviors,23118,POINT (-96.637269187497 41.2262451114661),4993
1655,20.0,Binge Drinking,Montana,2022,MT,Sheridan,Health Risk Behaviors,3564,POINT (-104.504661923628 48.7209969285312),709
1656,15.0,Binge Drinking,New Jersey,2022,NJ,Ocean,Health Risk Behaviors,655735,POINT (-74.2813321071752 39.8853077787669),99015
1657,20.0,Binge Drinking,Nebraska,2022,NE,Cass,Health Risk Behaviors,27122,POINT (-96.1409357262604 40.9097796883815),5424
1658,17.0,Binge Drinking,New York,2022,NY,Greene,Health Risk Behaviors,48061,POINT (-74.122955130826 42.2765639859712),8314
1659,19.0,Binge Drinking,Montana,2022,MT,Teton,Health Risk Behaviors,6368,POINT (-112.240290378385 47.837131804133),1190
1660,20.0,Binge Drinking,Nevada,2022,NV,Pershing,Health Risk Behaviors,6462,POINT (-118.404379375217 40.4401365996673),1292
1661,12.0,Binge Drinking,New Mexico,2022,NM,Santa Fe,Health Risk Behaviors,155664,POINT (-105.976252740807 35.506900601719),18679
1662,20.0,Binge Drinking,Nevada,2022,NV,Washoe,Health Risk Behaviors,496745,POINT (-119.664334839723 40.665709227723),100839
1663,17.0,Binge Drinking,Nebraska,2022,NE,Chase,Health Risk Behaviors,3772,POINT (-101.697940676881 40.5237100804625),629
1664,19.0,Binge Drinking,Nebraska,2022,NE,Thurston,Health Risk Behaviors,6507,POINT (-96.5439851418501 42.158194061662),1216
1665,18.0,Binge Drinking,New York,2022,NY,Cayuga,Health Risk Behaviors,74998,POINT (-76.5543895949223 42.9173809062338),13724
1666,15.0,Binge Drinking,Nebraska,2022,NE,Keya Paha,Health Risk Behaviors,787,POINT (-99.7121324494875 42.8788332283108),119
1667,19.0,Binge Drinking,New York,2022,NY,Montgomery,Health Risk Behaviors,49623,POINT (-74.4398302123648 42.9023460967944),9428
1668,19.0,Binge Drinking,New York,2022,NY,Madison,Health Risk Behaviors,67097,POINT (-75.6696833726814 42.9129886725057),12614
1669,16.0,Binge Drinking,Nebraska,2022,NE,Hooker,Health Risk Behaviors,686,POINT (-101.135429269062 41.9158624344569),111
1670,16.0,Binge Drinking,New Jersey,2022,NJ,Cumberland,Health Risk Behaviors,151356,POINT (-75.1109810247216 39.3732890063349),24065
1671,18.0,Binge Drinking,Montana,2022,MT,Ravalli,Health Risk Behaviors,47298,POINT (-114.120708621033 46.0815641954315),8513
1672,18.0,Binge Drinking,Nebraska,2022,NE,Saline,Health Risk Behaviors,14116,POINT (-97.1408508718416 40.5240864322705),2470
1673,21.0,Binge Drinking,Nebraska,2022,NE,Seward,Health Risk Behaviors,17692,POINT (-97.1395864811579 40.8724057251865),3715
1674,20.0,Binge Drinking,Montana,2022,MT,Roosevelt,Health Risk Behaviors,10572,POINT (-105.016582771659 48.2944953989966),2124
1675,16.0,Binge Drinking,New Hampshire,2022,NH,Sullivan,Health Risk Behaviors,43958,POINT (-72.2222089208157 43.361589446035),6901
1676,17.0,Binge Drinking,Montana,2022,MT,Sanders,Health Risk Behaviors,13442,POINT (-115.133410637731 47.67485749039),2298
1677,20.0,Binge Drinking,New York,2022,NY,Franklin,Health Risk Behaviors,46373,POINT (-74.30395346542 44.5927797283377),9135
1678,17.0,Binge Drinking,Nebraska,2022,NE,Sherman,Health Risk Behaviors,2980,POINT (-98.97571168813 41.220445026197),506
1679,17.0,Binge Drinking,Montana,2022,MT,Treasure,Health Risk Behaviors,758,POINT (-107.271841890792 46.211418173005),131
1680,19.0,Binge Drinking,Nebraska,2022,NE,Kearney,Health Risk Behaviors,6690,POINT (-98.947942751182 40.5067089531434),1257
1681,19.0,Binge Drinking,New Jersey,2022,NJ,Sussex,Health Risk Behaviors,146084,POINT (-74.6909743887244 41.139262339861),27171
1682,16.0,Binge Drinking,Nebraska,2022,NE,Dakota,Health Risk Behaviors,21042,POINT (-96.5647947059576 42.3911423642354),3450
1683,19.0,Binge Drinking,New York,2022,NY,Jefferson,Health Risk Behaviors,116637,POINT (-75.9314708754602 44.0477716521405),22044
1684,17.0,Binge Drinking,New Mexico,2022,NM,Bernalillo,Health Risk Behaviors,672508,POINT (-106.670270116226 35.0512991138255),111636
1685,16.0,Binge Drinking,New Mexico,2022,NM,Sandoval,Health Risk Behaviors,153501,POINT (-106.86568903587 35.6887096281599),24867
1686,13.0,Binge Drinking,New Mexico,2022,NM,Colfax,Health Risk Behaviors,12246,POINT (-104.647040274355 36.6061708190588),1628
1687,10.0,Binge Drinking,New Mexico,2022,NM,Catron,Health Risk Behaviors,3827,POINT (-108.404715402876 33.9150903459717),390
1688,20.0,Binge Drinking,Montana,2022,MT,Stillwater,Health Risk Behaviors,9177,POINT (-109.394997001811 45.6691623698494),1881
1689,18.0,Binge Drinking,Montana,2022,MT,Musselshell,Health Risk Behaviors,5197,POINT (-108.397686370249 46.4967819967113),935
1690,15.0,Binge Drinking,Nebraska,2022,NE,Sioux,Health Risk Behaviors,1127,POINT (-103.758803200722 42.4875737542202),167
1691,19.0,Binge Drinking,Nebraska,2022,NE,Logan,Health Risk Behaviors,675,POINT (-100.481709521356 41.5664837079147),125
1692,18.0,Binge Drinking,Nebraska,2022,NE,Perkins,Health Risk Behaviors,2829,POINT (-101.650140073647 40.8506321595162),495
1693,20.0,Binge Drinking,Nebraska,2022,NE,Buffalo,Health Risk Behaviors,50586,POINT (-99.0753138152132 40.8549140546781),10319
1694,17.0,Binge Drinking,New York,2022,NY,Broome,Health Risk Behaviors,197117,POINT (-75.8203478318094 42.1606085222515),32918
1695,16.0,Binge Drinking,New Mexico,2022,NM,Valencia,Health Risk Behaviors,78080,POINT (-106.808801689614 34.715292608863),12414
1696,17.0,Binge Drinking,Nebraska,2022,NE,Harlan,Health Risk Behaviors,3054,POINT (-99.4043547661144 40.1765673463379),513
1697,17.0,Binge Drinking,New Jersey,2022,NJ,Warren,Health Risk Behaviors,110926,POINT (-74.9973900793085 40.8572932808304),18968
1698,17.0,Binge Drinking,New Jersey,2022,NJ,Camden,Health Risk Behaviors,524907,POINT (-74.9594885995399 39.8036787801213),88709
1699,14.0,Binge Drinking,New Mexico,2022,NM,San Miguel,Health Risk Behaviors,26953,POINT (-104.815744027086 35.4805111937792),3638
1700,18.0,Binge Drinking,Nebraska,2022,NE,Hitchcock,Health Risk Behaviors,2598,POINT (-101.041976225201 40.1761669175728),454
1701,18.0,Binge Drinking,Nebraska,2022,NE,Webster,Health Risk Behaviors,3336,POINT (-98.5000164412109 40.1764244981952),597
1702,19.0,Binge Drinking,Nebraska,2022,NE,Clay,Health Risk Behaviors,6049,POINT (-98.0513042084364 40.5244040381913),1155
1703,20.0,Binge Drinking,Nebraska,2022,NE,Madison,Health Risk Behaviors,35368,POINT (-97.6007413254189 41.9166558603453),7144
1704,14.0,Binge Drinking,Montana,2022,MT,Prairie,Health Risk Behaviors,1107,POINT (-105.378076897385 46.8605196929178),160
1705,18.0,Binge Drinking,New York,2022,NY,Clinton,Health Risk Behaviors,78753,POINT (-73.6782703371876 44.7461445069515),14254
1706,14.0,Binge Drinking,New Mexico,2022,NM,De Baca,Health Risk Behaviors,1693,POINT (-104.412009264368 34.3425624314799),230
1707,17.0,Binge Drinking,New York,2022,NY,Dutchess,Health Risk Behaviors,297545,POINT (-73.7429906726058 41.7652670782153),51772
1708,18.0,Binge Drinking,Nevada,2022,NV,Lincoln,Health Risk Behaviors,4482,POINT (-114.877260167414 37.6434139651124),824
1709,17.0,Binge Drinking,Nebraska,2022,NE,Dixon,Health Risk Behaviors,5464,POINT (-96.8678961363766 42.4933821972659),928
1710,18.0,Binge Drinking,New Hampshire,2022,NH,Merrimack,Health Risk Behaviors,156020,POINT (-71.6802740843707 43.2974200794991),27303
1711,19.0,Binge Drinking,Nebraska,2022,NE,Red Willow,Health Risk Behaviors,10573,POINT (-100.477329716049 40.1756372724134),1998
1712,20.0,Binge Drinking,New York,2022,NY,Herkimer,Health Risk Behaviors,59822,POINT (-74.9623467621732 43.4192751435735),11784
1713,18.0,Binge Drinking,New York,2022,NY,Fulton,Health Risk Behaviors,52669,POINT (-74.4220932664269 43.1138238257635),9322
1714,14.0,Binge Drinking,New Mexico,2022,NM,Torrance,Health Risk Behaviors,15454,POINT (-105.850629505811 34.6404731203673),2148
1715,17.0,Binge Drinking,Nebraska,2022,NE,Furnas,Health Risk Behaviors,4575,POINT (-99.9124933288443 40.1764626253683),759
1716,19.0,Binge Drinking,Nevada,2022,NV,White Pine,Health Risk Behaviors,8788,POINT (-114.901647765037 39.4423250003683),1669
1717,18.0,Binge Drinking,Nevada,2022,NV,Carson City,Health Risk Behaviors,58130,POINT (-119.747365240119 39.1512170685108),10463
1718,18.0,Binge Drinking,Nebraska,2022,NE,Burt,Health Risk Behaviors,6755,POINT (-96.3286175178258 41.8515454666432),1209
1719,17.0,Binge Drinking,New York,2022,NY,Chautauqua,Health Risk Behaviors,126027,POINT (-79.3664126676391 42.2279077069084),21928
1720,16.0,Binge Drinking,Nebraska,2022,NE,Deuel,Health Risk Behaviors,1902,POINT (-102.333875411547 41.111543648751),311
1721,14.0,Binge Drinking,New Mexico,2022,NM,McKinley,Health Risk Behaviors,69830,POINT (-108.261731051925 35.5805625564961),10055
1722,17.0,Binge Drinking,Nebraska,2022,NE,Rock,Health Risk Behaviors,1245,POINT (-99.449849362226 42.4214023473833),210
1723,17.0,Binge Drinking,Nebraska,2022,NE,Frontier,Health Risk Behaviors,2633,POINT (-100.393745032944 40.5299425294288),452
1724,16.0,Binge Drinking,New Hampshire,2022,NH,Grafton,Health Risk Behaviors,91126,POINT (-71.8207067350232 43.9406928660321),14489
1725,19.0,Binge Drinking,New York,2022,NY,Allegany,Health Risk Behaviors,46694,POINT (-78.0274187445859 42.2573163929949),8825
1726,15.0,Binge Drinking,New Jersey,2022,NJ,Union,Health Risk Behaviors,569815,POINT (-74.3081933378035 40.6599800636579),87751
